date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
01/20/2023,"Cera (Open, QuarterFinals, SemiFinals, & Games)",Masters 35-44For Time:90 GHD Sit Ups12 Rope Climbs150 Wall Balls (20/14) (10’/9’)Masters 45-5480 GHD Sit Ups10 Rope Climbs120 Wall Balls (20/14) (10’/9’)Masters 55-6470 GHD Sit Ups7 Rope Climbs90 Wall Balls (20/14) (10’/9’)Masters 65+60 GHD Sit Ups7 Rope Climbs90 Wall Balls (14/10) (10’/9’)*Nobody finished in 12 minutes at Legends. Let’s see what you got!!,787,13:07,,,"[{""secs"":7,""mins"":13}]",,SCALED,
01/23/2023,Toyota (Open & QuarterFinals),Masters 35-44500m Row50 Air Squats-rest 1:00-500m Row50 Wall Balls (20/14) (10’/9’)-rest 2:00-500m Row50 Wall Balls (20/14) (11’/10’)-rest 3:00-5 sets:250m Row-rest 0:30 b/t sets-Masters 45-54Complete as written aboveMasters 55-64Complete as written aboveMasters 65+500m Row40 Air Squats-rest 1:00-500m Row40 Wall Balls (20/14) (10’/9’)-rest 2:00-500m Row40 Wall Balls (20/14) (11’/10’)-rest 3:00-5 sets:250m Row-rest 0:30 b/t sets-,1266,21:06,,,"[{""secs"":50,""mins"":3},{""secs"":58,""mins"":3},{""secs"":52,""mins"":3},{""secs"":0,""mins"":2},{""secs"":48,""mins"":1},{""secs"":47,""mins"":1},{""secs"":53,""mins"":1},{""secs"":58,""mins"":1}]",,SCALED,
01/24/2023,Barbell Prep,3 Sets6-10 Foot Elevated Ring Row14 Double KB Front Rack Step Ups (7/each leg)10 Incline Dumbbell Flies,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/24/2023,3 Position Clean Deadlift 5x1,"3 Position Pause Clean Deadlift @ 95-100% 1 RM Clean3 Position Pause Clean Deadlift @ 95-100% 1 RM Clean3 Position Pause Clean Deadlift @ 95-100% 1 RM Clean3 Position Pause Clean Deadlift @ 95-100% 1 RM Clean3 Position Pause Clean Deadlift @ 95-100% 1 RM Clean*You will pause for 2 seconds at 1” off ground, below the knee and mid thigh. *Remember to pause on the way up AND on the way down!*Use straps!",135,135,Load,3 Position Clean Deadlift,"[{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135}]",,SCALED,
01/24/2023,Hang Squat Clean + Push Jerk 1x1,Build to a Heavy Hang Squat Clean + Push Jerk in 10 minutes.,145,145,Load,Hang Clean + Push Jerk,"[{""success"":true,""load"":145}]",,SCALED,
01/24/2023,Hang Clean + Push Jerk 10-8-6-4,5x 1 Hang Squat Clean + 1 Push Jerk @6/10 RPE4x 1 Hang Squat Clean + 1 Push Jerk @7/10 RPE3x 1 Hang Squat Clean + 1 Push Jerk @8/10 RPE2x 1 Hang Squat Clean + 1 Push Jerk @9/10 RPERest as needed in between sets.*These will be cycled. See workout prep notes for example set!!*Move up in weight each set and build to a heavy set of 2.,136,136,Load,Hang Clean + Push Jerk,"[{""success"":true,""load"":87},{""success"":true,""load"":101},{""success"":true,""load"":116},{""success"":true,""load"":136}]",,SCALED,
01/24/2023,Honda (Open & QuarterFinals),Masters 35-4425 Shoulder to overhead (95/65)25’ Handstand Walk25 Hang Power Cleans (95/65)50’ Front Rack Walking Lunge (95/65)-rest 1:1-20 Shoulder to overhead (115/80)25’ Handstand Walk20 Hang Power Cleans (115/80)50’ Front Rack Walking Lunge (115/80)-rest 1:1-15 Shoulder to overhead (135/95)25’ Handstand Walk15 Hang Power Cleans (135/95)50’ Front Rack Walking Lunge (135/95)Masters 45-5420 Shoulder to overhead (95/65)25’ Handstand Walk20 Hang Power Cleans (95/65)50’ Front Rack Walking Lunge (95/65)-rest 1:1-15 Shoulder to overhead (115/80)25’ Handstand Walk15 Hang Power Cleans (115/80)50’ Front Rack Walking Lunge (115/80)-rest 1:1-10 Shoulder to overhead (135/95)25’ Handstand Walk10 Hang Power Cleans (135/95)50’ Front Rack Walking Lunge (135/95)Masters 55-6420 Shoulder to overhead (75/50)25’ Handstand Walk or 3 Wall Walks20 Hang Power Cleans (75/50)50’ Front Rack Walking Lunge (75/50)-rest 1:1-15 Shoulder to overhead (90/60)25’ Handstand Walk or 3 Wall Walks15 Hang Power Cleans (90/60)50’ Front Rack Walking Lunge (90/60)-rest 1:1-10 Shoulder to overhead (115/80)25’ Handstand Walk or 3 Wall Walks10 Hang Power Cleans (115/80)50’ Front Rack Walking Lunge (115/80)Masters 65+20 Shoulder to overhead (65/45)20’ Handstand Walk or 2 Wall Walks20 Hang Power Cleans (65/45)50’ Front Rack Walking Lunge (65/45)-rest 1:1-15 Shoulder to overhead (80/55)20’ Handstand Walk or 2 Wall Walks15 Hang Power Cleans (80/55)50’ Front Rack Walking Lunge (80/55)-rest 1:1-10 Shoulder to overhead (95/65)20’ Handstand Walk or 2 Wall Walks10 Hang Power Cleans (95/65)50’ Front Rack Walking Lunge (95/65),743,12:23,,,"[{""secs"":1,""mins"":4},{""secs"":7,""mins"":4},{""secs"":15,""mins"":4}]",,SCALED,
01/25/2023,General Motors (Open & QuarterFinals),"Masters 35-44100/80 Calorie Echo Bike*Every minute on the minute perform 5 lateral burpees over the barMasters 45-54Complete as written aboveMasters 55-64Complete as written aboveMasters 65+Complete as written above**If necessary, you may perform 125/100 Calories on Assault Bike as RX",880,14:40,,,"[{""secs"":40,""mins"":14}]",,RX,
01/25/2023,Barbell Prep,3 Sets10 TEMPO Single Leg KB Deadlift (5 seconds down) (5/each leg)10 Wall Ball Weighted Jack Knives (Pass the ball back and forth between your hands and feet while performing V-Ups)20 Rotational Wall Ball Throws (10/each side)5 HIGH Wall Ball Toss (This is like a granny throw. Throw the ball as high as you can up into the air) (be SUPER explosive!!),1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/26/2023,BikeErg: Lactate Threshold,"8 Min at RPE3-Rest 1 Min- 3 Sets        800m at RPE5       1000m at RPE3-4       *No rest between reps & 45 Sec rest between sets. 6x (150m at RPE10, 1 Min at RPE2-3, 30 Sec Rest)*No additional rest between reps or sets.",16600,16600,Meters,,"[{""meters"":16600}]",,RX,
01/27/2023,Barbell Prep,3 Sets10 Dumbbell Front Foot Elevated Static Lunge (5/each leg)10 Deficit Push Ups on Dumbbells 20 KB Side Bends (10/each side),1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/27/2023,BMW (Open),FULL SEND FRIDAY!!!Masters 35-4450 Double Unders15 Front Squats (155/105)100 Double Unders15 Front Squats (155/105)50  Double UndersMasters 45-5450 Double Unders15 Front Squats (135/95)100 Double Unders15 Front Squats (135/95)50  Double UndersMasters 55-6450 Double Unders15 Front Squats (105/75)100 Double Unders15 Front Squats (105/75)50  Double UndersMasters 65+50 Double Unders15 Front Squats (95/65)100 Double Unders15 Front Squats (95/65)50  Double Unders,350,05:50,,,"[{""secs"":50,""mins"":5}]",SU x2 135 Lb Front Squats ,SCALED,
01/30/2023,Barbell Prep,3 Sets10 Sandbag Bearhug Hold Walking Lunge10 SandBag Bearhug Hold Sumo Deadlift  20 GHD Side Crunch (10/each side),1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/30/2023,Good Morning,4 Sets x 7 Barbell Good Morning *Build in weight each set.*Perform a :30 Weighted Forearm Plank in between sets.,65,65,Load,,"[{""success"":true,""load"":45},{""success"":true,""load"":65},{""success"":true,""load"":65},{""success"":true,""load"":65}]",Rings plank to pike. ,SCALED,
01/30/2023,Snatch Balance 3-2-1-3-2-1,3 Snatch Balance @ 70% 1 RM Snatch2 Snatch Balance  @ 75% 1 RM Snatch1 Snatch Balance  @ 80% 1 RM Snatch3 Snatch Balance  @ 70% 1 RM Snatch2 Snatch Balance  @ 75% 1 RM Snatch1 Snatch Balance @ 80% 1 RM Snatch,115,115,Load,Snatch Balance,"[{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115}]",,SCALED,
01/30/2023,Taylor Swift (Open & QuarterFinals),Masters 35-443 Sets:8-6-4 Devils Press (2x50/35)*Perform 40 Double Unders after each round of Devils Press-rest 2 minutes between sets-Masters 45-54Complete as written aboveMasters 55-643 Sets:8-6-4 Devils Press (2x35/25)*Perform 40 Double Unders after each round of Devils Press-rest 2 minutes between sets-Masters 65+3 Sets:8-6-4 Devils Press (2x35/25)*Perform 40 Double Unders after each round of Devils Press-rest 2 minutes between sets-,239,03:59,,,"[{""secs"":35,""mins"":1},{""secs"":27,""mins"":1},{""secs"":57,""mins"":0}]",SU x2DB 40 LB,SCALED,
01/30/2023,Snatch from Blocks 3-2-1-3-2-1-1,3 Snatch from Blocks @ 73-75% 1 RM Snatch2 Snatch from Blocks @ 78% 1 RM Snatch1 Snatch from Blocks @ 80% 1 RM Snatch3 Snatch from Blocks @ 73-75% 1 RM Snatch2 Snatch from Blocks @ 78% 1 RM Snatch1 Snatch from Blocks @ 80% 1 RM Snatch1 Snatch from Blocks @ 80%+ 1 RM Snatch*Rest 2 minutes between sets.*Bar should be set above the knee.See workout prep notes if you dont have blocks,105,105,Load,Snatch from Blocks,"[{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105}]",,SCALED,
01/30/2023,Back Squat 4-4-4-4-4,4 Back Squat @ 75% 1RM Back Squat 4 Back Squat @ 80% 1RM Back Squat 4 Back Squat @ 85% 1RM Back Squat 4 Back Squat @ 85% 1RM Back Squat 4 Back Squat @ 85%+ 1RM Back Squat,275,275,Load,Back Squat,"[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":225},{""success"":true,""load"":275},{""success"":true,""load"":275}]",,RX,
01/31/2023,Squat Clean + Push Jerk 1x1,Build to a Heavy Squat Clean + Push Jerk in 10 minutes.,165,165,Load,Squat Clean + Push Jerk,"[{""success"":true,""load"":165}]",,RX,
01/31/2023,Bench Press 5-3-1-5-3-1,"5 Bench Press @7/10 RPE3 Bench Press @8/10 RPE1 Bench Press @9/10 RPE5 Bench Press @8/10 RPE3 Bench Press @9/10 RPE1 Bench Press @10/10 RPE*Move up in weight as reps descend, then start the second wave slightly higher than the first.",185,185,Load,Bench Press,"[{""success"":true,""load"":135},{""success"":true,""load"":165},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185}]",,RX,
01/31/2023,2 Position Pause Clean Deadlift 3x2,2 Position Pause Clean Deadlift @ 95-100% 1 RM Clean2 Position Pause Clean Deadlift @ 95-100% 1 RM Clean2 Position Pause Clean Deadlift @ 95-100% 1 RM Clean*You will pause for 2 seconds at 1” off ground and mid thigh. *Remember to pause on the way up AND on the way down.*Use straps!,165,165,Load,2 Position Pause Clean Deadlift,"[{""success"":true,""load"":165},{""success"":true,""load"":165},{""success"":true,""load"":165}]",,RX,
01/31/2023,“I Knew You Were Trouble” (Open & QuarterFinals),Masters 35-444 Sets: (1 set every 3 minutes 30 seconds)14/11 Calorie Echo Bike7 Bar Muscle Ups14/11 Calorie Echo Bike*Sub 18/14 Calorie Assault Bike if needed for Rx’dMasters 45-544 Sets: (1 set every 3 minutes 30 seconds)14/11 Calorie Echo Bike6 Bar Muscle Ups14/11 Calorie Echo Bike*Sub 18/14 Calorie Assault Bike if needed for Rx’dMasters 55-644 Sets: (1 set every 3 minutes 30 seconds)14/11 Calorie Echo Bike4 Bar Muscle Ups or 4 Burpee Pull Ups14/11 Calorie Echo Bike*Sub 18/14 Calorie Assault Bike if needed for Rx’dMasters 65+4 Sets: (1 set every 3 minutes 30 seconds)14/11 Calorie Echo Bike4 Bar Muscle Ups or 4 Burpee Pull Ups14/11 Calorie Echo Bike*Sub 18/14 Calorie Assault Bike if needed for Rx’d,785,13:05,,,"[{""secs"":20,""mins"":3},{""secs"":10,""mins"":3},{""secs"":25,""mins"":3},{""secs"":10,""mins"":3}]",,SCALED,
01/31/2023,Barbell Prep,3 Sets10 Supinated Grip Foot Elevated Ring Rows14 Barbell Back Rack Step Ups (7/each leg)10 Dumbbell Flies,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
02/01/2023,Floating Snatch Deadlift 4x3,"3 Floating Snatch Deadlift @ 100% 1 RM Snatch3 Floating Snatch Deadlift @ 100% 1 RM Snatch3 Floating Snatch Deadlift @ 105% 1 RM Snatch3 Floating Snatch Deadlift @ 105% 1 RM Snatch*On the eccentric, go down until JUST before the barbell touches the ground, but don’t let it touch! You’ll then move immediately into the next rep.",105,105,Load,Floating Snatch Deadlift,"[{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105}]",,RX,
02/01/2023,Power Snatch + Squat Snatch 1x1,Build to a heavy Power Snatch + Squat Snatch in 10 minutes.,115,115,Load,Power Snatch + Snatch,"[{""success"":true,""load"":115}]",,RX,
02/01/2023,“Shake It Off” (Open & QuarterFinals),Masters 35-44100 Burpee Box Jump Overs (24”/20”)*Every 2 minutes perform 5 Squat Cleans (135/95). Start the workout with squat cleansMasters 45-54100 Burpee Box Jump Overs (24”/20”)*Every 2 minutes perform 5 Squat Cleans (115/80) (OR 3 Squat Cleans at 135/95). Start the workout with squat cleansMasters 55-6480 Burpee Box Jump Overs (24”/20”)*Every 2 minutes perform 5 Squat Cleans (95/65). Start the workout with squat cleansMasters 65+70 Burpee Box Step Overs (24”/20”)*Every 2 minutes perform 5 Squat Cleans (80/55). Start the workout with squat cleans,900,15:00,,,"[{""secs"":0,""mins"":15}]",90 burpees box step over75 LB power snatches ,SCALED,
02/01/2023,Barbell Prep,3 Sets10 Single Leg Kettlebell Deadlifts (5 each side)10 Wall Ball Weighted V-Ups (Pass the ball back and forth between your hands and feet while performing V-Ups)20 Straight Arm Banded Rotational Twists (10 each side)5 Broad Jump + Vertical Jump (go from a broad jump straight into a vertical jump. Be athletic and explosive!),1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
02/01/2023,Power Snatch + Squat Snatch 10-8-6-4,5x 1 Power Snatch + 1 Squat Snatch @ 6/10 RPE4x 1 Power Snatch + 1 Squat Snatch @ 7/10 RPE3x 1 Power Snatch + 1 Squat Snatch @ 8/10 RPE2x 1 Power Snatch + 1 Squat Snatch @ 9/10 RPE*Rest as needed in between sets.*These will be cycled. See workout prep notes for example set!!*Move up in weight each set and build to a heavy set of 2.,105,105,Load,Power Snatch + Snatch,"[{""success"":true,""load"":70},{""success"":true,""load"":80},{""success"":true,""load"":95},{""success"":true,""load"":105}]",,RX,
02/03/2023,EMOM Kettlebell (Open),Masters 35-4412 Minute EMOM4 RoundsMinute 1: 3-4 Kettlebell Hang Snatches (Right Arm) + 3-4 Kettlebell Hang Snatches (Left Arm) (53/35)Minute 2: 3-4 Kettlebell Hang Clusters (Right arm) (53/35)Minute 3: 3-4 Kettlebell Hang Clusters (Left arm) (53/35)Masters 45-5412 Minute EMOM4 RoundsMinute 1: 3-4 Kettlebell Hang Snatches (Right Arm) + 3-4 Kettlebell Hang Snatches (Left Arm) (44/27)Minute 2: 3-4 Kettlebell Hang Clusters (Right arm) (44/27)Minute 3: 3-4 Kettlebell Hang Clusters (Left arm) (44/27)Masters 55-6412 Minute EMOM4 RoundsMinute 1: 3-4 Kettlebell Hang Snatches (Right Arm) + 3-4 Kettlebell Hang Snatches (Left Arm) (35/18)Minute 2: 3-4 Kettlebell Hang Clusters (Right arm) (35/18)Minute 3: 3-4 Kettlebell Hang Clusters (Left arm) (35/18)Masters 65+12 Minute EMOM4 RoundsMinute 1: 3-4 Kettlebell Hang Snatches (Right Arm) + 3-4 Kettlebell Hang Snatches (Left Arm) (35/18)Minute 2: 3-4 Kettlebell Hang Clusters (Right arm) (35/18)Minute 3: 3-4 Kettlebell Hang Clusters (Left arm) (35/18),1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
02/03/2023,Tempo Front Squat 5x2,"2 Tempo Front Squat @ 7/10 RPE2 Tempo Front Squat @ 7.5/10 RPE2 Tempo Front Squat @ 8/10 RPE2 Tempo Front Squat @ 8.5/10 RPE2 Tempo Front Squat @ 9/10 RPE*Tempo is the priority! Don’t pick weights where you cannot maintain tempo.**Tempo: 3 Seconds Down, 2 Second Pause at the bottom",135,135,Load,Tempo Front Squat,"[{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":135}]",,RX,
02/03/2023,Push Jerk + Split Jerk 10-8-6-4,5x 1 Push Jerk + 1 Split Jerk @ 6/10 RPE4x 1 Push Jerk + 1 Split Jerk @ 7/10 RPE3x 1 Push Jerk + 1 Split Jerk @ 8/10 RPE2x 1 Push Jerk + 1 Split Jerk @ 9/10 RPE*These will be cycled. *Move up in weight each set and build to a heavy set of 2.*Keep your movement fluid and precise.,125,125,Load,Push Jerk + Jerk,"[{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":125}]",,RX,
02/03/2023,“Bad Blood” (Open & QuarterFinals),Masters 35-44Open 14.4AMRAP 14 Minutes60 Calorie Row50 Toes to Bar40 Wall Balls (20/14) (10’)30 Power Cleans (135/95)20 Ring Muscle UpsMasters 45-54Complete as written aboveMasters 55-64Open 14.4AMRAP 14 Minutes60 Calorie Row50 Toes to Bar40 Wall Balls (20/14) (9’)30 Power Cleans (115/80)20 Ring Muscle Ups or 20 Burpee Pull UpsMasters 65+Open 14.4AMRAP 14 Minutes60 Calorie Row50 Toes to Bar40 Wall Balls (20/14) (9’)30 Power Cleans (115/80)20 Ring Muscle Ups or 20 Burpee Pull Ups,159,159,Reps,,"[{""reps"":159}]",,SCALED,PR
02/03/2023,Barbell Prep,3 Sets20 Alternating Jumping Lunge10 Wide Grip Dumbbell Bench Press20 Kettlebell Side Bends (10 each side),1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
02/07/2023,"2"" Deficit Clean Deadlift 5-5-5-5","5 2"" Deficit Clean Deadlift @ 100% 1 RM Clean5 2"" Deficit Clean Deadlift @ 100% 1 RM Clean5 2"" Deficit Clean Deadlift @ 100% 1 RM Clean5 2"" Deficit Clean Deadlift @ 100% 1 RM Clean*use straps!",200,200,Load,"2 Deficit Clean Deadlift""","[{""success"":true,""load"":200},{""success"":true,""load"":200},{""success"":true,""load"":200},{""success"":true,""load"":200}]",,RX,
02/07/2023,Cory & Topanga (Open),Masters 35-445 Sets:500m Row-rest 1 minute between sets--rest 3 minutes-5 Sets:10 x 25ft Shuttle Runs-rest 30 seconds between sets-Masters 45-54Complete as written aboveMasters 55-64Complete as written aboveMasters 65+Complete as written above,1061,17:41,,,"[{""secs"":35,""mins"":2},{""secs"":37,""mins"":2},{""secs"":39,""mins"":2},{""secs"":36,""mins"":2},{""secs"":35,""mins"":2},{""secs"":55,""mins"":0},{""secs"":58,""mins"":0},{""secs"":55,""mins"":0},{""secs"":56,""mins"":0},{""secs"":55,""mins"":0}]",,RX,
02/07/2023,Cluster Barbell Cycling,8 Clusters6 Clusters4 Clusters2 Clusters2 Clusters-Rest as needed in between sets-*These will be cycled.  Move up in weight each set and build to a heavy set of 2*Start at 6/10 RPE and move up in weight each set. Build to a heavy set of 2.,145,145,Load,Cluster (Squat Clean Thruster),"[{""success"":true,""load"":87},{""success"":true,""load"":101},{""success"":true,""load"":116},{""success"":true,""load"":130},{""success"":true,""load"":145}]",,RX,
02/07/2023,Barbell Prep,3 sets:5 Chin Ups with 2 second pause at the top and bottom of each rep14 Single Arm KB Front Rack Step Ups (7 each side)10 Banded Tricep Pull Downs,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
02/07/2023,Cluster (Squat Clean Thruster) 1x1,Build to a heavy Cluster in 10 minutes,145,145,Load,Cluster (Squat Clean Thruster),"[{""success"":true,""load"":145}]",,RX,
02/08/2023,Mr. Feeny (Open & QuarterFinals),Masters 35-44AMRAP 18 Minutes18 Alternating Dumbbell Hang Clean and Jerks (50/35)18 Dumbbell Facing Burpees18 Toes to BarMasters 45-54AMRAP 18 Minutes16 Alternating Dumbbell Hang Clean and Jerks (50/35)16 Dumbbell Facing Burpees16 Toes to BarMasters 55-64AMRAP 18 Minutes16 Alternating Dumbbell Hang Clean and Jerks (35/25)16 Dumbbell Facing Burpees16 Toes to BarMasters 65+AMRAP 18 Minutes12 Alternating Dumbbell Hang Clean and Jerks (35/25)12 Dumbbell Facing Burpees12 Toes to Bar,4.004,4+4,Rounds + Reps,,"[{""rnds"":4,""reps"":4}]",,SCALED,
02/08/2023,Floating Snatch Deadlift 2-2-2-2-2-2,"2 Floating Snatch Deadlift @ 100% 1 RM Snatch2 Floating Snatch Deadlift @ 100% 1 RM Snatch2 Floating Snatch Deadlift @ 105% 1 RM Snatch2 Floating Snatch Deadlift @ 105% 1 RM Snatch2 Floating Snatch Deadlift @ 105+% 1 RM Snatch2 Floating Snatch Deadlift @ 105+% 1 RM Snatch*On the eccentric, go down until JUST before the barbell touches the ground, but don’t let it touch! You’ll then move immediately into the next rep",105,105,Load,Floating Snatch Deadlift,"[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105}]",,RX,
02/08/2023,Squat Snatch 1x3,Take 10 minutes to establish a 3 rep max Squat Snatch,95,95,Load,Squat Snatch,"[{""success"":true,""load"":95}]",,RX,
02/10/2023,Pause Front Squat 1-1-1-1-1,1 Pause Front Squat @ 7/10 RPE1 Pause Front Squat @ 7.5/10 RPE1 Pause Front Squat @ 8/10 RPE1 Pause Front Squat @ 8.5/10 RPE1 Pause Front Squat @ 9/10 RPE* Pause: 2 second hold in bottom of squat*The 2 second hold in the bottom is the focus/priority. Dont pick a weight that you cannot hold that pause with.,135,135,Load,Pause Front Squat,"[{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135}]",,RX,
